ID,Effect,Estimate,StdErrPred,DF,tValue,Probt,Alpha,Lower,Upper
264,z,-0.116836041,1.3529259395,1520,-0.086358047,0.9311931702,0.05,-2.770635328,2.5369632455
265,z,-0.193272708,1.3056560309,1520,-0.148027277,0.8823408746,0.05,-2.754350844,2.3678054287
266,z,-0.131782697,1.3429768101,1520,-0.098127306,0.9218441427,0.05,-2.766066509,2.502501115
267,z,-0.194364592,1.3040154331,1520,-0.149050837,0.8815332911,0.05,-2.752224653,2.3634954698
268,z,1.3623754495,1.0196560553,1520,1.3361127435,0.1817124168,0.05,-0.637706324,3.362457223
269,z,-0.222273106,1.2877136724,1520,-0.172610659,0.862980453,0.05,-2.748156841,2.3036106298
270,z,-0.157355731,1.3267296367,1520,-0.118604218,0.9056045951,0.05,-2.759770291,2.4450588291
271,z,-0.216295403,1.2915572504,1520,-0.167468692,0.8670235571,0.05,-2.749718416,2.3171276103
272,z,-0.18969092,1.3067492491,1520,-0.145162448,0.8846018597,0.05,-2.752913432,2.3735315922
273,z,2.7060651488,0.689623204,1520,3.9239763585,0.0000909868,0.05,1.3533513648,4.0587789327
274,z,1.4035176931,1.0359456304,1520,1.3548179094,0.1756769047,0.05,-0.628516504,3.4355518902
275,z,-0.206892112,1.2966436448,1520,-0.159559732,0.873249101,0.05,-2.750292219,2.3365079957
276,z,-0.229893007,1.2834741416,1520,-0.179117755,0.857869113,0.05,-2.747460792,2.287674779
277,z,-0.20192068,1.299785444,1520,-0.155349239,0.8765666261,0.05,-2.751483508,2.3476421483
278,z,1.1234936158,0.9671935706,1520,1.1616016172,0.2455796969,0.05,-0.773681635,3.0206688662
279,z,2.7723615305,0.876036843,1520,3.1646631677,0.0015833894,0.05,1.0539925634,4.4907304976
280,z,1.3121716336,1.0056567617,1520,1.3047907432,0.1921616162,0.05,-0.660450163,3.28479343
281,z,-0.171925379,1.318461017,1520,-0.130398531,0.8962683835,0.05,-2.758120828,2.414270069
282,z,-0.195084439,1.3036677291,1520,-0.149642761,0.8810663215,0.05,-2.75226247,2.3620935917
283,z,-0.160954547,1.3243243559,1520,-0.121537104,0.9032816925,0.05,-2.758651086,2.4367419929
284,z,-0.206438602,1.2971135931,1520,-0.159152292,0.8735700334,0.05,-2.750760525,2.3378833216
285,z,-0.064147233,1.3896543018,1520,-0.046160568,0.9631883344,0.05,-2.789990154,2.6616956888
286,z,-0.285396349,1.2529563414,1520,-0.227778367,0.8198491802,0.05,-2.743102679,2.172309981
287,z,-0.225692507,1.2859397692,1520,-0.175507837,0.8607039902,0.05,-2.748096685,2.2967116711
288,z,-0.339156422,1.2268829358,1520,-0.276437476,0.7822496582,0.05,-2.745719091,2.067406247
289,z,-0.365610789,1.2136184669,1520,-0.301256778,0.7632599027,0.05,-2.746154859,2.0149332811
290,z,1.5762698459,1.0849160575,1520,1.4528956733,0.146459126,0.05,-0.551821113,3.7043608048
291,z,-0.18001163,1.3133759295,1520,-0.137060247,0.8910013256,0.05,-2.756232547,2.3962092878
292,z,-0.012658436,1.4287084018,1520,-0.008860056,0.9929319532,0.05,-2.815106987,2.7897901139
293,z,-0.128700601,1.3451237047,1520,-0.095679379,0.9237878309,0.05,-2.767195602,2.5097944002
294,z,0.8816690163,0.9140922038,1520,0.9645296313,0.3349338847,0.05,-0.911346527,2.6746845597
295,z,-0.033782473,1.4122828423,1520,-0.023920473,0.9809191837,0.05,-2.804011863,2.7364469164
296,z,-0.127964547,1.345611442,1520,-0.095097695,0.9242497637,0.05,-2.767416257,2.511487164
297,z,-0.129603263,1.3445520821,1520,-0.096391404,0.9232224259,0.05,-2.766977011,2.5077704859
298,z,-0.100953602,1.3636794247,1520,-0.074030304,0.9409960131,0.05,-2.775846129,2.5739389244
299,z,-0.035900523,1.4106775831,1520,-0.025449134,0.979700061,0.05,-2.802981155,2.7311801093
300,z,4.4472407703,0.8357556809,1520,5.3212211077,1.1848567E-7,0.05,2.8078843463,6.0865971943
301,z,1.2509722831,0.9955232254,1520,1.2565977882,0.209092393,0.05,-0.701772319,3.2037168855
302,z,-0.162568097,1.3234347265,1520,-0.122838016,0.9022516086,0.05,-2.758519605,2.4333834119
303,z,-0.186061664,1.3093907885,1520,-0.142097887,0.8870215188,0.05,-2.754465624,2.382342296
304,z,-0.119682253,1.3511135445,1520,-0.088580455,0.9294270104,0.05,-2.76992648,2.5305619743
305,z,-0.266647826,1.2640182296,1520,-0.210952516,0.8329526008,0.05,-2.746052336,2.2127566841
306,z,-0.268861451,1.262706167,1520,-0.212924794,0.831414175,0.05,-2.745692316,2.2079694149
307,z,1.3404244305,1.010525667,1520,1.3264625276,0.184885798,0.05,-0.64174785,3.3225967107
308,z,-0.149598663,1.3315145621,1520,-0.112352254,0.910558946,0.05,-2.761398978,2.4622016524
309,z,-0.112647011,1.3559002164,1520,-0.08307913,0.9337995591,0.05,-2.772280419,2.5469863973
310,z,-0.149138015,1.3319497754,1520,-0.111969698,0.9108622165,0.05,-2.761792012,2.4635159828
311,z,-0.145787691,1.3341558334,1520,-0.10927336,0.9130000992,0.05,-2.762768928,2.4711935464
312,z,-0.136238541,1.3402518286,1520,-0.101651449,0.9190467472,0.05,-2.765177231,2.4927001488
313,z,-0.104656622,1.3612004383,1520,-0.076885533,0.9387247249,0.05,-2.774686552,2.5653733092
314,z,-0.141572822,1.3369056529,1520,-0.105895896,0.9156789229,0.05,-2.763947902,2.4808022572
315,z,-0.293968543,1.2487396011,1520,-0.235412205,0.8139205258,0.05,-2.743403627,2.1554665417
316,z,-0.068511634,1.3865971068,1520,-0.049409907,0.960599125,0.05,-2.788357787,2.6513345204
317,z,-0.070899576,1.3848144351,1520,-0.051197889,0.959174561,0.05,-2.787248973,2.6454498216
318,z,-0.20552458,1.2975639407,1520,-0.158392642,0.8741684519,0.05,-2.750729872,2.3396807116
319,z,-0.341507081,1.2248767695,1520,-0.278809338,0.7804290739,0.05,-2.744134603,2.0611204407
320,z,1.2006858225,0.9836163807,1520,1.2206850618,0.2223946118,0.05,-0.728703195,3.1300748403
321,z,1.1905392321,0.9865862232,1520,1.2067259851,0.2277254569,0.05,-0.744675209,3.125753673
322,z,-0.22304714,1.2873620494,1520,-0.173259061,0.8624708704,0.05,-2.748241157,2.3021468781
323,z,-0.304224735,1.2441328267,1520,-0.244527537,0.8068552818,0.05,-2.744623513,2.1361740417
324,z,-0.143260376,1.3356965442,1520,-0.107255182,0.9146006933,0.05,-2.763263758,2.4767430058
325,z,-0.210392201,1.2950830505,1520,-0.162454602,0.8709694689,0.05,-2.750731163,2.32994676
326,z,-0.146684228,1.3336904372,1520,-0.109983715,0.912436809,0.05,-2.762752579,2.4693841224
327,z,-0.164715532,1.3220617046,1520,-0.124589897,0.9008647011,0.05,-2.757973822,2.4285427586
328,z,-0.199508393,1.3008755608,1520,-0.153364702,0.8781310363,0.05,-2.751209513,2.3521927276
329,z,-0.145947855,1.3339430647,1520,-0.109410858,0.9128910644,0.05,-2.762511741,2.4706160313
330,z,-0.177387222,1.3142566402,1520,-0.134971524,0.8926522587,0.05,-2.755335676,2.4005612323
331,z,-0.190230782,1.3065886996,1520,-0.14559347,0.8842616275,0.05,-2.753138373,2.3726768079
332,z,-0.242839462,1.2773744328,1520,-0.190108285,0.8492496629,0.05,-2.748442511,2.2627635864
333,z,-0.240989863,1.2779548075,1520,-0.188574636,0.8504513865,0.05,-2.747731332,2.2657516058
334,z,-0.089709875,1.3714989167,1520,-0.065410095,0.9478560879,0.05,-2.779940538,2.6005207882
335,z,1.5690579006,1.0896098955,1520,1.440018035,0.1500682205,0.05,-0.568240143,3.7063559443
336,z,-0.158424949,1.3261818314,1520,-0.119459448,0.9049271521,0.05,-2.759764975,2.4429150767
337,z,-0.135577217,1.3408585409,1520,-0.101112245,0.9194746931,0.05,-2.765705989,2.4945515547
338,z,-0.120657089,1.3504812125,1520,-0.089343775,0.928820476,0.05,-2.769660981,2.5283468021
339,z,-0.182250023,1.3111903579,1520,-0.138995854,0.8894718384,0.05,-2.754183885,2.3896838393
340,z,-0.169570027,1.3190144501,1520,-0.128558127,0.8977243081,0.05,-2.756851049,2.4177109945
341,z,-0.157738539,1.3266566345,1520,-0.118899296,0.9053708509,0.05,-2.760009904,2.4445328251
342,z,-0.23669245,1.2796643192,1520,-0.184964483,0.8532815686,0.05,-2.74678717,2.2734022705
343,z,-0.141017735,1.3372500258,1520,-0.10545353,0.9160298562,0.05,-2.764068311,2.4820328407
344,z,-0.138135796,1.3390307833,1520,-0.103161031,0.9178487762,0.05,-2.764679374,2.4884077823
345,z,-0.149688495,1.3316403359,1520,-0.112409103,0.9105138807,0.05,-2.761735519,2.4623585284
346,z,-0.201062243,1.3005420967,1520,-0.154598797,0.8771581431,0.05,-2.752109265,2.3499847784
347,z,-0.174945134,1.315961352,1520,-0.132940936,0.8942576886,0.05,-2.756237425,2.4063471569
348,z,1.4439118729,1.042484785,1520,1.3850675748,0.1662350442,0.05,-0.600949045,3.4887727912
349,z,-0.168382257,1.3200717488,1520,-0.127555383,0.8985177144,0.05,-2.757737198,2.4209726833
350,z,-0.166474463,1.3213933144,1520,-0.125984036,0.8997612225,0.05,-2.758421689,2.4254727627
351,z,-0.154364872,1.3288079423,1520,-0.116167933,0.9075347957,0.05,-2.760856083,2.4521263382
352,z,-0.199710413,1.3009738095,1520,-0.153508404,0.8780177403,0.05,-2.75160425,2.3521834252
353,z,-0.201232814,1.3001866248,1520,-0.154772253,0.8770214143,0.05,-2.751582568,2.3491169408
354,z,-0.156249171,1.3275336092,1520,-0.117698844,0.9063218329,0.05,-2.760240745,2.4477424016
355,z,-0.161798156,1.3238225633,1520,-0.122220425,0.902740607,0.05,-2.758510417,2.4349141039
356,z,-0.138357989,1.3388733078,1520,-0.10333912,0.9177074608,0.05,-2.764592675,2.4878766968
357,z,-0.026918006,1.4175535594,1520,-0.018989057,0.9848523271,0.05,-2.807486044,2.7536500324
358,z,-0.146884506,1.3334616906,1520,-0.110152775,0.9123027554,0.05,-2.762504164,2.4687351526
359,z,-0.034596448,1.4116511744,1520,-0.024507788,0.9804507883,0.05,-2.803586805,2.7343939088
360,z,-0.041154818,1.4066860616,1520,-0.029256576,0.9766638001,0.05,-2.800405977,2.7180963418
361,z,-0.14421117,1.3349527166,1520,-0.108027175,0.9139883934,0.05,-2.762755515,2.4743331742
362,z,-0.007893237,1.432499646,1520,-0.005510115,0.99560431,0.05,-2.817778411,2.801991937
363,z,1.6903709604,1.129302847,1520,1.4968269715,0.1346458948,0.05,-0.524785836,3.9055277568
364,z,-0.177735184,1.3143358988,1520,-0.135228129,0.8924494126,0.05,-2.755839106,2.4003687382
365,z,-0.023249525,1.4203961143,1520,-0.016368339,0.9869426863,0.05,-2.809393308,2.762894258
366,z,-0.099658005,1.3646005147,1520,-0.073030901,0.9417911363,0.05,-2.776357274,2.5770412635
367,z,-0.175105928,1.3158929105,1520,-0.133070044,0.8941555998,0.05,-2.756263968,2.4060521133
368,z,-0.090972658,1.3706590659,1520,-0.066371471,0.9470908114,0.05,-2.779555932,2.5976106155
369,z,-0.126733155,1.3464641075,1520,-0.094122936,0.9250239062,0.05,-2.767857391,2.514391081
370,z,-0.19561503,1.3035029124,1520,-0.150068733,0.8807302983,0.05,-2.752469769,2.3612397085
371,z,-0.15099969,1.3308302757,1520,-0.11346277,0.9096786609,0.05,-2.76145776,2.4594583799
372,z,-0.010409148,1.4304926316,1520,-0.007276618,0.994195105,0.05,-2.816357512,2.795539215
373,z,-0.024795734,1.4191847771,1520,-0.017471815,0.9860625106,0.05,-2.808563448,2.7589719794
374,z,-0.109530651,1.3579696785,1520,-0.080657656,0.9357248312,0.05,-2.773223362,2.5541620609
375,z,-0.120639389,1.3505341241,1520,-0.089327168,0.9288336711,0.05,-2.769747068,2.52846829
376,z,-0.155107413,1.328143558,1520,-0.116785126,0.9070457586,0.05,-2.760295417,2.4500805903
377,z,-0.282844894,1.2548546071,1520,-0.22540053,0.8216979992,0.05,-2.744274721,2.1785849333
378,z,-0.171269942,1.3182667825,1520,-0.129920547,0.8966464778,0.05,-2.757084394,2.4145445103
379,z,-0.195373994,1.3036053221,1520,-0.149872044,0.8808854518,0.05,-2.752429612,2.361681624
380,z,-0.115235765,1.3539632851,1520,-0.085109963,0.9321851779,0.05,-2.771069833,2.5405983019
381,z,-0.138311453,1.3388317038,1520,-0.103307572,0.9177324939,0.05,-2.764464531,2.4878416256
382,z,4.0423808061,0.670137703,1520,6.0321644164,2.0281018E-9,0.05,2.7278883373,5.356873275
383,z,2.4211578494,0.670230165,1520,3.6124274553,0.0003132154,0.05,1.106484014,3.7358316849
384,z,1.42546919,1.0415449092,1520,1.3686103953,0.1713233284,0.05,-0.617548138,3.4684865177
385,z,-0.117552601,1.3525943702,1520,-0.086908983,0.930755306,0.05,-2.770701507,2.5355963037
386,z,-0.319660517,1.2359872042,1520,-0.258627691,0.7959575316,0.05,-2.744081445,2.1047604104
387,z,-0.179929525,1.3134563162,1520,-0.136989349,0.8910573562,0.05,-2.756308123,2.3964490726
388,z,-0.152450383,1.3297820156,1520,-0.114643138,0.9087431272,0.05,-2.760852264,2.4559514973
389,z,-0.119918629,1.3510763032,1520,-0.088757851,0.9292860479,0.05,-2.770089807,2.5302525482
390,z,-0.126203775,1.3469080658,1520,-0.093698878,0.9253607101,0.05,-2.768198847,2.5157912968
391,z,-0.092032212,1.3700019087,1520,-0.067176703,0.9464498662,0.05,-2.779326454,2.5952620314
392,z,-0.109993761,1.3576758784,1520,-0.081016215,0.9354397227,0.05,-2.773110176,2.553122654
393,z,-0.244087823,1.2759355678,1520,-0.191301057,0.8483152824,0.05,-2.746868501,2.2586928551
394,z,-0.115204714,1.3541276763,1520,-0.0850767,0.9322116179,0.05,-2.771361239,2.5409518109
395,z,-0.1269263,1.3462034683,1520,-0.094284633,0.9248954833,0.05,-2.767539285,2.5136866854
396,z,-0.373777663,1.2103429551,1520,-0.308819629,0.7575010574,0.05,-2.747896731,2.0003414058
397,z,-0.246327331,1.2742192132,1520,-0.19331629,0.8467370969,0.05,-2.745741335,2.2530866724
398,z,-0.255228656,1.2694592924,1520,-0.201053045,0.8406839966,0.05,-2.745305952,2.2348486402
399,z,1.2745204256,0.9944102529,1520,1.281684719,0.2001487381,0.05,-0.676041052,3.2250819035
400,z,1.9358338407,0.7736649616,1520,2.502160414,0.0124481545,0.05,0.4182699715,3.4533977099
401,z,1.9154533488,0.7564854355,1520,2.5320425998,0.0114400133,0.05,0.4315875653,3.3993191323
402,z,-0.193197105,1.304560276,1520,-0.148093659,0.882288496,0.05,-2.75212589,2.3657316799
403,z,-0.214777346,1.2925667586,1520,-0.166163445,0.8680504246,0.05,-2.750180536,2.3206258437
404,z,1.244588115,0.9916564407,1520,1.2550597807,0.2096499834,0.05,-0.700571689,3.1897479189
405,z,-0.517744747,1.1500214458,1520,-0.450204428,0.6526272448,0.05,-2.773541612,1.7380521176
406,z,-0.131669103,1.3432955075,1520,-0.098019462,0.9219297627,0.05,-2.766578048,2.5032398417
407,z,-0.181570767,1.3122459278,1520,-0.138366417,0.8899691649,0.05,-2.755575157,2.3924336228
408,z,-0.115567808,1.3538017484,1520,-0.085365385,0.9319821537,0.05,-2.771085016,2.5399494012
409,z,-0.188068056,1.3080311674,1520,-0.143779491,0.8856936571,0.05,-2.753805084,2.3776689725
410,z,-0.133287506,1.3422769174,1520,-0.099299559,0.9209135224,0.05,-2.76619846,2.4996234481
411,z,-0.196318811,1.3029794238,1520,-0.150669156,0.8802566964,0.05,-2.752146713,2.3595090916
412,z,-0.185644858,1.3095761308,1520,-0.1417595,0.887288761,0.05,-2.754412371,2.3831226563
413,z,-0.275773005,1.2593520662,1520,-0.218980071,0.8266949713,0.05,-2.746024714,2.1944787052
414,z,-0.224434256,1.2870528668,1520,-0.174378428,0.8615912883,0.05,-2.749021804,2.300153292
415,z,-0.161161859,1.3244543756,1520,-0.121681699,0.9031671917,0.05,-2.759113435,2.436789718
416,z,-0.205329717,1.2980512412,1520,-0.158183059,0.8743335639,0.05,-2.751490861,2.3408314277
417,z,-0.227780394,1.2845810213,1520,-0.177318822,0.8592815919,0.05,-2.747519353,2.2919585648
418,z,-0.241660575,1.2765303499,1520,-0.189310481,0.8498747556,0.05,-2.745607933,2.2622867835
419,z,-0.161770335,1.3238800902,1520,-0.122194099,0.9027614523,0.05,-2.758595436,2.4350547658
420,z,-0.114577379,1.3543907976,1520,-0.084596986,0.9325929356,0.05,-2.771250023,2.5420952646
421,z,0.9993515348,0.9254238598,1520,1.0798852052,0.2803646197,0.05,-0.815891345,2.814594415
422,z,-0.02480522,1.4191839522,1520,-0.01747851,0.986057171,0.05,-2.808571316,2.7589608754
423,z,-0.201787131,1.2994946662,1520,-0.15528123,0.8766202294,0.05,-2.75077959,2.3472053293
424,z,3.9939849964,0.5409562836,1520,7.3831936469,2.534745E-13,0.05,2.932885229,5.0550847638
425,z,-0.226142156,1.2851224344,1520,-0.175969347,0.8603414641,0.05,-2.74694311,2.2946587991
426,z,-0.045651337,1.4033003513,1520,-0.032531408,0.9740525401,0.05,-2.798261338,2.7069586641
427,z,-0.218465936,1.2896524667,1520,-0.169399076,0.8655052912,0.05,-2.748152666,2.3112207947
428,z,-0.161469505,1.324028486,1520,-0.121953196,0.9029522061,0.05,-2.758585689,2.4356466776
429,z,-0.071896238,1.3840463319,1520,-0.05194641,0.95857822,0.05,-2.786738981,2.6429465047
430,z,-0.239598108,1.2778167969,1520,-0.187505837,0.8512890734,0.05,-2.746068865,2.2668726495
431,z,-0.209363367,1.2948620662,1520,-0.161687776,0.8715732202,0.05,-2.749268862,2.3305421279
432,z,-0.154215975,1.3289978859,1520,-0.116039293,0.907636729,0.05,-2.761079765,2.4526478147
433,z,1.5791584337,1.0831486404,1520,1.4579332649,0.1450655142,0.05,-0.545465691,3.7037825581
434,z,1.1313970592,0.9552042083,1520,1.1844556896,0.2364178994,0.05,-0.742260746,3.0050548648
435,z,-0.183361966,1.3108385993,1520,-0.139881421,0.888772213,0.05,-2.754605845,2.3878819125
436,z,1.7745999798,0.7543689036,1520,2.3524299204,0.0187781237,0.05,0.2948858285,3.2543141311
437,z,1.0304265374,0.9336737779,1520,1.1036258721,0.2699301499,0.05,-0.800998771,2.8618518458
438,z,1.857861186,0.7449982029,1520,2.4937794195,0.0127446976,0.05,0.3965279068,3.3191944653
439,z,-0.303291927,1.2433187477,1520,-0.243937388,0.8073122325,0.05,-2.742093867,2.1355100127
440,z,-0.268170209,1.2626709117,1520,-0.212383295,0.8318364936,0.05,-2.74493192,2.2085915026
441,z,-0.482029511,1.161555884,1520,-0.41498607,0.6782106658,0.05,-2.760451476,1.7963924528
442,z,-0.330600615,1.2293441753,1520,-0.268924376,0.788024375,0.05,-2.741991069,2.0807898394
443,z,1.0503022389,0.9411633619,1520,1.115961672,0.2646149293,0.05,-0.795814083,2.8964185604
444,z,-0.203786111,1.298494947,1520,-0.156940242,0.875312787,0.05,-2.750817596,2.3432453736
445,z,2.6985929797,0.6521246884,1520,4.1381549076,0.00003693,0.05,1.4194335057,3.9777524536
446,z,1.4771394681,1.0510508473,1520,1.4053929664,0.1601088086,0.05,-0.584524003,3.5388029395
447,z,-0.460774048,1.1704024502,1520,-0.393688554,0.69386621,0.05,-2.756548781,1.8350006853
448,z,1.2532442815,0.9906063729,1520,1.2651284262,0.2060192066,0.05,-0.689855787,3.1963443502
449,z,1.5803780903,1.0871546235,1520,1.4536829041,0.1462406711,0.05,-0.552103874,3.7128600543
450,z,1.1928563941,0.9706117756,1520,1.2289737504,0.2192718727,0.05,-0.711023754,3.0967365421
451,z,-0.310928083,1.2406309495,1520,-0.25062093,0.8021410694,0.05,-2.744457837,2.1226016715
452,z,-0.185805863,1.3091563621,1520,-0.141927938,0.8871557349,0.05,-2.75374999,2.3821382637
453,z,-0.154157658,1.3286929821,1520,-0.116022031,0.9076504075,0.05,-2.760423371,2.4521080548
454,z,-0.137626052,1.3391544301,1520,-0.102770859,0.9181583899,0.05,-2.764412166,2.4891600628
455,z,1.7570418179,1.1523088947,1520,1.5248010546,0.1275167537,0.05,-0.503241937,4.017325573
456,z,-0.112500688,1.3559643621,1520,-0.082967289,0.9338884734,0.05,-2.772259919,2.5472585438
457,z,-0.30006034,1.2456704677,1520,-0.240882599,0.8096785954,0.05,-2.74347524,2.1433545602
458,z,-0.010707121,1.4302567048,1520,-0.007486153,0.9940279521,0.05,-2.816192708,2.7947784661
459,z,-0.211513395,1.2941203754,1520,-0.163441824,0.8701923023,0.05,-2.749964044,2.3269372544
460,z,4.4713001121,0.4993177313,1520,8.9548194107,9.698894E-19,0.05,3.491875444,5.4507247801
461,z,-0.364266611,1.2137824812,1520,-0.300108641,0.7641353249,0.05,-2.745132399,2.0165991772
462,z,3.7406587822,0.5533105963,1520,6.7605045105,1.954329E-11,0.05,2.6553257103,4.8259918541
463,z,-0.262617924,1.2650533483,1520,-0.207594347,0.8355735275,0.05,-2.744052846,2.2188169987
464,z,1.1547487341,0.9690954867,1520,1.1915737407,0.2336144435,0.05,-0.746157174,3.0556546421
465,z,1.8887711766,0.7549776502,1520,2.5017577356,0.0124622613,0.05,0.407862953,3.3696794002
466,z,2.0551782938,0.7751703605,1520,2.6512601597,0.0081025278,0.05,0.5346615457,3.5756950419
467,z,1.4407856879,1.0385590751,1520,1.3872929547,0.1655558178,0.05,-0.596374849,3.4779462246
468,z,-0.296240367,1.2473837445,1520,-0.23748936,0.8123091785,0.05,-2.743015903,2.1505351701
469,z,-0.457611994,1.1709965244,1520,-0.390788516,0.6960083286,0.05,-2.754552019,1.839328031
470,z,0.9200236734,0.908596945,1520,1.0125762347,0.3114237699,0.05,-0.862212777,2.7022601242
471,z,2.5585657831,0.5680859146,1520,4.5038359825,7.1834164E-6,0.05,1.4442505417,3.6728810246
472,z,-0.167816281,1.3202016412,1520,-0.127114129,0.8988668822,0.05,-2.757426009,2.4217934466
473,z,1.611102619,1.0913321668,1520,1.4762715404,0.140078139,0.05,-0.529573705,3.7517789424
474,z,-0.247971974,1.2728654774,1520,-0.194813968,0.845564622,0.05,-2.74473059,2.2487866418
475,z,2.4244221985,0.6515360956,1520,3.7210865442,0.0002055925,0.05,1.1464172646,3.7024271325
476,z,1.4502560923,1.0440469612,1520,1.3890717049,0.1650144157,0.05,-0.597669075,3.4981812597
477,z,-0.093619022,1.3687068146,1520,-0.068399617,0.9454765231,0.05,-2.778372904,2.5911348607
478,z,-0.024691697,1.4192683021,1520,-0.017397484,0.9861217996,0.05,-2.808623248,2.7592398528
479,z,-0.192129075,1.3052968339,1520,-0.147191865,0.8830001021,0.05,-2.752502637,2.3682444872
480,z,-0.174644778,1.3159335706,1520,-0.132715497,0.8944359529,0.05,-2.755882574,2.4065930193
481,z,3.9871360987,0.6432871491,1520,6.1980658313,7.347423E-10,0.05,2.725311687,5.2489605104
482,z,1.5433416093,1.0784405498,1520,1.4310864049,0.1526110106,0.05,-0.572047473,3.6587306919
483,z,-0.109156341,1.3581720248,1520,-0.080370041,0.9359535337,0.05,-2.773245961,2.554933278
484,z,1.4854203025,1.0509785244,1520,1.4133688444,0.1577520513,0.05,-0.576101306,3.5469419107
485,z,-0.238894435,1.2789707576,1520,-0.186786471,0.8518529811,0.05,-2.747628716,2.2698398466
486,z,-0.242547066,1.2769201653,1520,-0.189946931,0.8493760789,0.05,-2.747259057,2.2621649252
487,z,2.4925843943,0.6568492722,1520,3.7947585538,0.0001535884,0.05,1.2041575268,3.7810112618
488,z,0.9955072055,0.9261975936,1520,1.074832425,0.2826203455,0.05,-0.821253374,2.8122677846
489,z,-0.117930916,1.3521697824,1520,-0.087216057,0.9305112644,0.05,-2.770246982,2.5343851489
490,z,4.0671624047,0.7709606064,1520,5.2754477609,1.5154339E-7,0.05,2.5549031984,5.579421611
491,z,-0.145424227,1.3343275245,1520,-0.108986905,0.9132272621,0.05,-2.762742241,2.4718937867
492,z,-0.186709137,1.308806608,1520,-0.142656016,0.8865807623,0.05,-2.753967211,2.3805489384
493,z,-0.161468249,1.3240524651,1520,-0.121950039,0.9029547062,0.05,-2.758631468,2.4356949693
494,z,-0.05348746,1.3974322462,1520,-0.03827553,0.9694730269,0.05,-2.794587021,2.6876121009
495,z,4.142304934,0.5066242706,1520,8.1762860059,6.108211E-16,0.05,3.1485482997,5.1360615682
496,z,1.8849123095,1.2111692595,1520,1.5562748927,0.1198509127,0.05,-0.490827577,4.2606521954
497,z,-0.227982791,1.2842659011,1520,-0.177519929,0.8591236655,0.05,-2.747103634,2.2911380511
498,z,0.9307961132,0.9130899287,1520,1.0193915012,0.3081793598,0.05,-0.860253442,2.7218456682
499,z,2.6512632629,0.5676381806,1520,4.6706922706,3.2666743E-6,0.05,1.5378262631,3.7647002626
500,z,-0.172229093,1.317271056,1520,-0.130746889,0.8959928397,0.05,-2.756090402,2.4116322159
501,z,-0.152767813,1.3294442477,1520,-0.114911034,0.9085308166,0.05,-2.760507153,2.4549715272
502,z,-0.080285435,1.378045884,1520,-0.058260349,0.9535489084,0.05,-2.783358144,2.6227872745
503,z,-0.098307351,1.3655065962,1520,-0.071993318,0.9426166965,0.05,-2.776783922,2.5801692199
504,z,-0.028570615,1.41627763,1520,-0.020173033,0.9839079879,0.05,-2.806635884,2.7494946544
505,z,-0.135573927,1.3407917286,1520,-0.10111483,0.9194726417,0.05,-2.765571645,2.4944237908
506,z,-0.232427188,1.2817852234,1520,-0.181330838,0.8561320782,0.05,-2.746682117,2.2818277409
507,z,-0.117813937,1.3522295154,1520,-0.087125695,0.9305830771,0.05,-2.770247169,2.5346192964
508,z,-0.15717926,1.3266292449,1520,-0.118480171,0.9057028605,0.05,-2.759396899,2.4450383791
509,z,-0.146134868,1.3337581709,1520,-0.10956624,0.9127678487,0.05,-2.76233608,2.470066344
510,z,-0.154750104,1.3283669878,1520,-0.116496499,0.9072744498,0.05,-2.760376371,2.450876163
511,z,-0.039679923,1.4077943038,1520,-0.028185881,0.9775175977,0.05,-2.801104929,2.7217450818
512,z,1.4631056033,1.0486253426,1520,1.3952605796,0.163141089,0.05,-0.593800178,3.5200113844
513,z,-0.305502666,1.2423762569,1520,-0.245901887,0.8057913823,0.05,-2.742455886,2.1314505539
514,z,-0.116335379,1.3532715712,1520,-0.085966026,0.9315047468,0.05,-2.770812631,2.5381418739
515,z,-0.119449659,1.3512737768,1520,-0.088397822,0.9295721366,0.05,-2.770008186,2.5311088676
516,z,-0.139701728,1.3378425416,1520,-0.104423147,0.9168473309,0.05,-2.76391454,2.4845110827
517,z,-0.26405142,1.2651209947,1520,-0.208716337,0.8346976509,0.05,-2.745619032,2.2175161925
518,z,-0.007597034,1.4327359004,1520,-0.005302466,0.9957699596,0.05,-2.817945627,2.8027515593
519,z,-0.09748092,1.3661735206,1520,-0.07135325,0.9431260029,0.05,-2.777265681,2.5823038404
520,z,-0.137204859,1.3394734279,1520,-0.102431938,0.9184273451,0.05,-2.764616696,2.4902069775
521,z,-0.147256085,1.3330695169,1520,-0.110463921,0.9120560445,0.05,-2.762106485,2.4675943141
522,z,-0.078038653,1.3796954383,1520,-0.056562232,0.9549013548,0.05,-2.784347006,2.628269699
523,z,1.6621920136,1.1090561694,1520,1.4987446618,0.1341475314,0.05,-0.5132504,3.8376344273
524,z,-0.102056659,1.3628898937,1520,-0.074882542,0.9403180209,0.05,-2.7754005,2.5712871821
525,z,-0.189971138,1.3064615654,1520,-0.145408899,0.8844073182,0.05,-2.752629351,2.3726870757
526,z,-0.098615945,1.3652796761,1520,-0.072231314,0.9424273283,0.05,-2.776647406,2.5794155167
527,z,-0.155380221,1.3278956372,1520,-0.117012374,0.9068657064,0.05,-2.760081921,2.4493214796
